Incident_ID,Incident_Date,State,City Or County,Address,Latitude,Longitude,Killed,Injured,Operations,label_col
2202144,12/31/21,Tennessee,Memphis,Vernon Ave,35.1648493,-89.9373109,0,1,Children Involved,Killed: 0 Injured:1
2216125,12/31/21,Pennsylvania,Johnstown,Woodland Ave,40.2940996,-78.9039569,0,1,Children Involved,Killed: 0 Injured:1
2201609,12/31/21,Mississippi,Jackson,St. Charles St,32.3123965,-90.2239981,0,1,Children Involved,Killed: 0 Injured:1
2201052,12/30/21,Missouri,Kirksville,700 block of E Dodson St,40.188593,-92.5894196,3,1,Children Involved,Killed: 3 Injured:1
2199955,12/29/21,New Jersey,Newark,255 Broadway,40.7593138,-74.1689158,0,2,Children Involved,Killed: 0 Injured:2
2200643,12/29/21,Georgia,Atlanta,1783 Johnson Road NW,33.7861221,-84.4461882,0,1,Children Involved,Killed: 0 Injured:1
2200989,12/29/21,Illinois,Rockford,3300 block of Searles Ave,42.3091501,-89.1045368,1,0,Children Involved,Killed: 1 Injured:0
2201127,12/29/21,Georgia,Valdosta,1100 Old Statenville Rd,30.8205192,-83.2555545,0,3,Children Involved,Killed: 0 Injured:3
2199253,12/28/21,Illinois,East Saint Louis (Cahokia),700 block St Norbert Dr,38.5615933,-90.1892054,0,2,Children Involved,Killed: 0 Injured:2
2199601,12/28/21,South Carolina,Ridgeland,2359 Wagon Branch Loop,32.474877,-81.0471095,1,0,Children Involved,Killed: 1 Injured:0
2199532,12/28/21,Nevada,Reno,2625 Yori Ave,39.499148,-119.7938957,0,1,Children Involved,Killed: 0 Injured:1
2199856,12/28/21,Alabama,Mobile,Clark St,30.670205,-88.0919,0,2,Children Involved,Killed: 0 Injured:2
2198822,12/27/21,Texas,Houston,Rankin Rd and Imperial Valley Dr,29.9659144,-95.4036978,0,1,Children Involved,Killed: 0 Injured:1
2197452,12/26/21,Texas,Livingston,2500 block of FM 1988,30.6201019,-94.9742165,0,1,Children Involved,Killed: 0 Injured:1
2197602,12/26/21,Louisiana,New Orleans,General De Gaulle Dr and Hendee St,29.9305254,-90.0397689,1,0,Children Involved,Killed: 1 Injured:0
2196844,12/25/21,North Carolina,Hendersonville,Spicer Cove Rd,35.3813477,-82.2739008,1,0,Children Involved,Killed: 1 Injured:0
2196475,12/24/21,Missouri,Independence,500 block of S Glenwood Ave,39.106752,-94.4659582,1,0,Children Involved,Killed: 1 Injured:0
2196727,12/24/21,Florida,Orlando,9000 block of 5th Ave,28.5383832,-81.3789269,0,3,Children Involved,Killed: 0 Injured:3
2196740,12/24/21,Texas,Cypress,12500 Barker Cypress Rd,29.9607959,-95.6724605,0,1,Children Involved,Killed: 0 Injured:1
2197835,12/24/21,Indiana,Merrillville,5800 block of Van Buren St,41.5121494,-87.3448529,0,1,Children Involved,Killed: 0 Injured:1
2196846,12/24/21,Pennsylvania,Philadelphia,3100 block of N Patton St,40.0038689,-75.1814988,0,1,Children Involved,Killed: 0 Injured:1
2195589,12/23/21,Georgia,Atlanta,180 Jackson St NE,33.7585914,-84.3745154,0,1,Children Involved,Killed: 0 Injured:1
2196620,12/23/21,Ohio,Akron,N/A,41.0031773,-81.4116391,0,2,Children Involved,Killed: 0 Injured:2
2194783,12/22/21,Ohio,Lithopolis,390 Westview Terr,39.8073999,-82.8192271,4,0,Children Involved,Killed: 4 Injured:0
2194885,12/22/21,Georgia,Fairburn,200 block of Misty Walk,33.5908087,-84.62733,0,1,Children Involved,Killed: 0 Injured:1
2195175,12/22/21,Louisiana,Jeanerette,1400 block of Main St,29.9110378,-91.6634483,1,0,Children Involved,Killed: 1 Injured:0
2194357,12/21/21,Arkansas,Little Rock,N/A,34.752832,-92.3294858,0,1,Children Involved,Killed: 0 Injured:1
2193369,12/20/21,Oklahoma,Oklahoma City,5720 NW 16th St,35.4853617,-97.6168783,0,1,Children Involved,Killed: 0 Injured:1
2209201,12/20/21,Tennessee,Memphis,5001 Airways Blvd,35.0105893,-89.9912564,0,1,Children Involved,Killed: 0 Injured:1
2194272,12/20/21,Florida,Jacksonville,5200 block of Dodge Rd,30.3684133,-81.6876986,0,1,Children Involved,Killed: 0 Injured:1
2193960,12/20/21,Washington,Puyallup,10800 block of 58th Avenue Ct E,47.161776,-122.3514298,1,0,Children Involved,Killed: 1 Injured:0
2193058,12/19/21,Pennsylvania,Harrisburg,300 block of S 13th St,40.2615623,-76.8683351,0,1,Children Involved,Killed: 0 Injured:1
2193522,12/19/21,Illinois,Belvidere,628 Union Ave,42.2537576,-88.843235,3,0,Children Involved,Killed: 3 Injured:0
2192392,12/17/21,Missouri,Saint Louis,4600 block of N 20th St,38.6706126,-90.2086485,0,1,Children Involved,Killed: 0 Injured:1
2191688,12/17/21,Texas,Abilene,2650 S 32nd St,32.4130543,-99.7556706,0,0,Children Involved,Killed: 0 Injured:0
2192261,12/17/21,Texas,Lubbock,700 block of E Ursuline St,33.621323,-101.8292068,1,0,Children Involved,Killed: 1 Injured:0
2190610,12/15/21,Michigan,Detroit,16000 block of Liberal St,42.4398846,-82.9555119,0,1,Children Involved,Killed: 0 Injured:1
2190873,12/15/21,California,Anaheim,300 block of E Valencia Ave,33.8255235,-117.9079045,0,1,Children Involved,Killed: 0 Injured:1
2190722,12/15/21,Pennsylvania,Philadelphia,2900 block of N Bambrey St,39.9995653,-75.1728582,0,1,Children Involved,Killed: 0 Injured:1
2189825,12/13/21,Indiana,Indianapolis,10202 John Jay Dr,39.8211485,-85.9896301,0,1,Children Involved,Killed: 0 Injured:1
2188603,12/12/21,Michigan,Benton Harbor,200 River Terrace Dr,42.1099208,-86.4609872,0,2,Children Involved,Killed: 0 Injured:2
2187270,12/11/21,Kentucky,Louisville,4400 block of Newport Rd,38.1780641,-85.6407085,1,0,Children Involved,Killed: 1 Injured:0
2190100,12/11/21,Florida,Fort Myers,5500 block of First Ave,26.6513379,-81.856828,0,1,Children Involved,Killed: 0 Injured:1
2190929,12/11/21,Georgia,Monticello,N/A,33.3048479,-83.6832289,1,0,Children Involved,Killed: 1 Injured:0
2187478,12/11/21,Maryland,Baltimore,900 block of Herndon Ct,39.2291293,-76.6015657,0,1,Children Involved,Killed: 0 Injured:1
2186559,12/10/21,Georgia,Atlanta,3041 Landrum Dr SW,33.7072912,-84.4875973,0,1,Children Involved,Killed: 0 Injured:1
2186925,12/10/21,Louisiana,Baton Rouge,River Rd and Brightside Dr,30.394826,-91.2060691,2,0,Children Involved,Killed: 2 Injured:0
2185903,12/09/21,Georgia,Riverdale,6000 block of Westbury Rd,33.5824105,-84.3922596,1,0,Children Involved,Killed: 1 Injured:0
2185139,12/08/21,Washington,Seattle,14400 block of Tukwila International Blvd,47.4740204,-122.2840692,0,2,Children Involved,Killed: 0 Injured:2
2186328,12/08/21,New Mexico,Rio Rancho,5748 Sandoval Dr NE,35.3548542,-106.6146016,1,0,Children Involved,Killed: 1 Injured:0
2184591,12/07/21,Ohio,Columbus,6652 Kodiak Dr,39.8622825,-82.8233654,3,0,Children Involved,Killed: 3 Injured:0
2186123,12/07/21,Alabama,Birmingham,Tucker Ave,33.6003892,-86.7159571,0,2,Children Involved,Killed: 0 Injured:2
2184486,12/06/21,New York,Poughkeepsie,32 N White St,41.7013654,-73.9147409,0,1,Children Involved,Killed: 0 Injured:1
2183685,12/06/21,California,Los Angeles,1500 block of E Denni St,33.7853738,-118.2449758,1,2,Children Involved,Killed: 1 Injured:2
2184845,12/06/21,Wisconsin,Milwaukee,3150 S 49th St,42.987161,-87.9750415,4,0,Children Involved,Killed: 4 Injured:0
2183764,12/06/21,Tennessee,Hermitage,441 Tyler Dr,36.1987488,-86.610947,0,0,Children Involved,Killed: 0 Injured:0
2182776,12/05/21,Texas,Houston,927 Blanchard Hill Ln,29.6170597,-95.4086289,0,1,Children Involved,Killed: 0 Injured:1
2183314,12/05/21,Texas,Douglass,13000 block of TX-21,31.6639019,-94.8443349,0,1,Children Involved,Killed: 0 Injured:1
2183286,12/05/21,Georgia,Savannah,100 block of E 64th St,32.0343696,-81.1058504,1,0,Children Involved,Killed: 1 Injured:0
2182891,12/05/21,Michigan,Detroit,16500 block of Woodingham Dr,42.4123408,-83.1496354,0,1,Children Involved,Killed: 0 Injured:1
2183158,12/05/21,Florida,Clearwater,1280 Druid Rd,27.9574405,-82.784386,0,1,Children Involved,Killed: 0 Injured:1
2182488,12/04/21,Washington,Granite Falls,8600 block of WA-92,48.0900113,-121.9741572,1,0,Children Involved,Killed: 1 Injured:0
2182396,12/03/21,Alabama,Mobile,100 block of Dobbs Ave,30.6829609,-88.1185417,0,1,Children Involved,Killed: 0 Injured:1
2182341,12/03/21,Ohio,Toledo,1755 E Broadway St,41.6187228,-83.5114351,0,0,Children Involved,Killed: 0 Injured:0
2182261,12/03/21,Georgia,Lithonia,4200 block of Chestnut Lake Ave,33.6385684,-84.1203004,0,1,Children Involved,Killed: 0 Injured:1
2184389,12/03/21,Missouri,Saint Louis,3935 Enright Ave,38.6451643,-90.2382088,0,0,Children Involved,Killed: 0 Injured:0
2193530,12/03/21,South Carolina,Moncks Corner,S Live Oak Dr,33.1871011,-80.0196962,0,1,Children Involved,Killed: 0 Injured:1
2183429,12/03/21,South Carolina,Port Royal,1650 Ribaut Rd,32.388295,-80.68906,1,0,Children Involved,Killed: 1 Injured:0
2185675,12/03/21,California,Lancaster,3730 E Avenue J,34.6896235,-118.0639655,0,0,Children Involved,Killed: 0 Injured:0
2181840,12/03/21,Tennessee,Memphis,3885 Elvis Presley Blvd,35.0426426,-90.0256172,2,2,Children Involved,Killed: 2 Injured:2
2181096,12/02/21,North Carolina,Elizabeth City,Perry St and Jordan St,36.2902379,-76.224773,3,3,Children Involved,Killed: 3 Injured:3
2181133,12/02/21,North Carolina,Lumberton,1520 Martin Luther King Jr Dr,34.610567,-79.0225231,0,0,Children Involved,Killed: 0 Injured:0
2180973,12/02/21,Kentucky,Louisville,8200 block of Sandidge Dr,38.1296246,-85.6268117,1,0,Children Involved,Killed: 1 Injured:0
2180986,12/02/21,Louisiana,Shreveport,2700 block of Elmhurst St,32.4435718,-93.7811946,0,1,Children Involved,Killed: 0 Injured:1
2179980,12/01/21,Georgia,Columbus,2500 block of Schaul St,32.4686184,-84.9552352,1,0,Children Involved,Killed: 1 Injured:0
2180041,12/01/21,Kansas,Kansas City,N 55th St and Georgia Ave,39.1357449,-94.7059026,2,2,Children Involved,Killed: 2 Injured:2
2178901,11/30/21,Virginia,Covington,1600 block of E Dolly Ann Dr,37.7858115,-79.967015,1,0,Children Involved,Killed: 1 Injured:0
2181047,11/30/21,Mississippi,Yazoo City,740 Shady Dr,32.8642899,-90.4116529,0,1,Children Involved,Killed: 0 Injured:1
2178231,11/29/21,Kentucky,Henderson,Powell St and S Adams St,37.8336892,-87.5895476,0,1,Children Involved,Killed: 0 Injured:1
2177651,11/28/21,Texas,Fort Worth,100 block of N Lamar St,32.7558834,-97.3366766,1,0,Children Involved,Killed: 1 Injured:0
2177241,11/28/21,Georgia,Atlanta,3144 Reeves Cir NW,33.7542882,-84.4883639,0,3,Children Involved,Killed: 0 Injured:3
2177211,11/28/21,Alabama,Dothan,900 Block of Ussery St,31.214774,-85.386484,0,1,Children Involved,Killed: 0 Injured:1
2177416,11/28/21,California,Lancaster,3500 block of Garnet Lane,34.6868372,-118.0672334,5,0,Children Involved,Killed: 5 Injured:0
2176691,11/27/21,Ohio,Cincinnati,2479 Nottingham Dr,39.1568612,-84.5612204,0,1,Children Involved,Killed: 0 Injured:1
2175721,11/26/21,North Carolina,Durham,6910 Fayetteville Rd,35.9052172,-78.9439388,0,3,Children Involved,Killed: 0 Injured:3
2176116,11/25/21,Pennsylvania,Whitehall,3rd St and Grape St,40.6362801,-75.4708569,0,1,Children Involved,Killed: 0 Injured:1
2176259,11/25/21,South Carolina,Blackstock,7134 Old Douglass Rd,34.4819848,-81.2514636,1,0,Children Involved,Killed: 1 Injured:0
2175762,11/25/21,Minnesota,Minneapolis (Brooklyn Park),8000 block of Florida Ave,45.1000147,-93.3637885,1,0,Children Involved,Killed: 1 Injured:0
2176170,11/25/21,Georgia,Atlanta,4555 Washington Rd,33.6315141,-84.4964913,1,0,Children Involved,Killed: 1 Injured:0
2175125,11/25/21,Pennsylvania,Bally,8500 block of Chestnut St,39.9600359,-75.263635,1,0,Children Involved,Killed: 1 Injured:0
2174401,11/24/21,District of Columbia,Washington,2300 block of Chester St,38.8629165,-76.9874802,1,0,Children Involved,Killed: 1 Injured:0
2173747,11/23/21,Kentucky,Louisville,1900 S 7th St,38.2216281,-85.776516,0,0,Children Involved,Killed: 0 Injured:0
2173281,11/22/21,Pennsylvania,Pittsburgh,100 block of Prescott Dr,40.4570935,-79.8138937,1,0,Children Involved,Killed: 1 Injured:0
2173190,11/22/21,Alabama,Mobile,Lemon St and Qual St,30.664642,-88.074372,0,1,Children Involved,Killed: 0 Injured:1
2173053,11/22/21,Pennsylvania,Pittsburgh,500 block of N Negley Ave,40.4678177,-79.9276931,1,0,Children Involved,Killed: 1 Injured:0
2172178,11/21/21,New Jersey,Passaic,Howe Ave and Lafayette Ave,40.858677,-74.1351917,0,5,Children Involved,Killed: 0 Injured:5
2172821,11/21/21,Florida,Orlando,2700 Block of LB McLeod Rd,28.5099582,-81.4123976,1,1,Children Involved,Killed: 1 Injured:1
2172201,11/21/21,Wisconsin,Nasewaupee,N/A,44.8356396,-87.4304449,0,1,Children Involved,Killed: 0 Injured:1
2172238,11/21/21,North Carolina,Burlington,1100 Block of Shaw St,36.110098,-79.430414,0,1,Children Involved,Killed: 0 Injured:1
2172398,11/21/21,Kentucky,Shelbyville,72 Zelkova Dr,38.2205553,-85.2413374,1,0,Children Involved,Killed: 1 Injured:0
2172082,11/21/21,Texas,Houston,5402 Renwick Dr,29.7232706,-95.4875966,0,1,Children Involved,Killed: 0 Injured:1
2171859,11/20/21,North Carolina,Robbins,Cummings Rd,35.4636655,-79.603634,0,4,Children Involved,Killed: 0 Injured:4
2172458,11/20/21,Missouri,Saint Louis,1400 block of Castle Ln,38.4643749,-90.2933208,1,0,Children Involved,Killed: 1 Injured:0
2171764,11/20/21,Michigan,Detroit,15200 block of Evanston St,42.4073121,-82.9577382,0,1,Children Involved,Killed: 0 Injured:1
2171766,11/20/21,Tennessee,Memphis,4465 Poplar Ave,35.1170478,-89.9129117,1,1,Children Involved,Killed: 1 Injured:1
2171632,11/19/21,Wisconsin,Milwaukee,3500 block of N 47th St,43.0825503,-87.9725001,0,1,Children Involved,Killed: 0 Injured:1
2170247,11/18/21,Maryland,Smithsburg,MD-418 and Midvale St,39.7078752,-77.5689664,4,0,Children Involved,Killed: 4 Injured:0
2170871,11/18/21,Alabama,Birmingham,4500 block of 5th Ave S,33.5267234,-86.7648818,0,3,Children Involved,Killed: 0 Injured:3
2170119,11/18/21,Alabama,Birmingham (Tarrant),1400 block of Park Ave,33.5837206,-86.7659313,0,2,Children Involved,Killed: 0 Injured:2
2170035,11/18/21,New Hampshire,Weare,299 N Stark Hwy,43.1089014,-71.7499916,0,1,Children Involved,Killed: 0 Injured:1
2170073,11/17/21,Pennsylvania,Philadelphia,1700 block of S Cleveland St,39.9301111,-75.1758074,0,1,Children Involved,Killed: 0 Injured:1
2168796,11/16/21,Washington,Snohomish,6600 block of 181st St SE,47.9361877,-121.9895328,0,1,Children Involved,Killed: 0 Injured:1
2168581,11/16/21,South Carolina,Easley,Hillcrest Dr,34.8351164,-82.608726,0,1,Children Involved,Killed: 0 Injured:1
2168375,11/16/21,Ohio,Columbus,2800 block of Fleet Rd,39.9204404,-82.8557448,0,1,Children Involved,Killed: 0 Injured:1
2168733,11/16/21,Louisiana,New Orleans,Freret St and Josephine St,29.9419634,-90.0858746,0,1,Children Involved,Killed: 0 Injured:1
2169378,11/16/21,Louisiana,Baton Rouge,2680 Bogan Walk,30.4590619,-91.1613964,0,0,Children Involved,Killed: 0 Injured:0
2169620,11/16/21,California,Sacramento,Seavey Cir,38.560557,-121.5115865,2,0,Children Involved,Killed: 2 Injured:0
2168541,11/16/21,South Carolina,Newberry,Gray St,34.2796454,-81.6376879,0,1,Children Involved,Killed: 0 Injured:1
2169231,11/16/21,Texas,Del Rio,400 block of Rosita St,29.3514954,-100.88377,0,2,Children Involved,Killed: 0 Injured:2
2169160,11/16/21,Florida,Miami,Don Shula Expy and Killian Pkwy,25.7244346,-80.318479,0,1,Children Involved,Killed: 0 Injured:1
2167546,11/14/21,Texas,San Antonio,3644 Binz-Engleman Rd,29.4558087,-98.4261377,0,1,Children Involved,Killed: 0 Injured:1
2166826,11/14/21,Texas,Buna,168 Bean Rd,30.5049779,-93.9628406,0,2,Children Involved,Killed: 0 Injured:2
2167419,11/14/21,California,Oakland,7500 block of Sterling Dr,37.7721761,-122.1658183,0,2,Children Involved,Killed: 0 Injured:2
2216410,11/14/21,Pennsylvania,Tyrone,Bald Eagle Ave,40.673127,-78.2355091,0,1,Children Involved,Killed: 0 Injured:1
2166371,11/13/21,Georgia,Atlanta,2060 Alison Court SW,33.7005485,-84.4555694,1,0,Children Involved,Killed: 1 Injured:0
2165859,11/13/21,Alabama,Mobile,1200 block of Alba St,30.6627962,-88.0657399,1,0,Children Involved,Killed: 1 Injured:0
2167270,11/13/21,Georgia,Nashville,300 block of JD Nichols Rd,36.1626638,-86.7816016,1,1,Children Involved,Killed: 1 Injured:1
2165600,11/12/21,Virginia,Richmond,3050 Nine Mile Rd,37.5420486,-77.4004211,2,2,Children Involved,Killed: 2 Injured:2
2166281,11/12/21,Missouri,Florissant,6800 block of Foxshire Dr,38.7931967,-90.2349651,0,1,Children Involved,Killed: 0 Injured:1
2165583,11/12/21,Kentucky,Louisville,6817 Brooklawn Dr,38.1538156,-85.819167,0,1,Children Involved,Killed: 0 Injured:1
2164703,11/11/21,Illinois,Chicago,7453 S State St,41.7584031,-87.6243454,0,3,Children Involved,Killed: 0 Injured:3
2164176,11/10/21,Alabama,Birmingham,800 block of 44th Pl N,33.5371593,-86.7712427,0,1,Children Involved,Killed: 0 Injured:1
2164039,11/09/21,Illinois,Martinsville,N/A,39.3355924,-87.8819761,0,1,Children Involved,Killed: 0 Injured:1
2163617,11/09/21,South Dakota,Scotland,710 2nd St,43.1484399,-97.7192029,3,2,Children Involved,Killed: 3 Injured:2
2161546,11/07/21,South Carolina,Greenville,Staunton Bridge Rd,34.7988993,-82.4461059,1,1,Children Involved,Killed: 1 Injured:1
2161734,11/07/21,Oklahoma,Oklahoma City,1301 W Hefner Rd,35.5810007,-97.537375,0,1,Children Involved,Killed: 0 Injured:1
2238705,11/07/21,Iowa,Iowa City,550 Foster Rd,41.6809367,-91.5461962,0,1,Children Involved,Killed: 0 Injured:1
2161687,11/06/21,Louisiana,Monroe,400 block of Desiard St,32.5032593,-92.1149669,0,2,Children Involved,Killed: 0 Injured:2
2161298,11/06/21,Florida,Seffner,5000 block of Pine St,27.9836329,-82.2756468,0,1,Children Involved,Killed: 0 Injured:1
2160866,11/06/21,California,Oakland,I-880 and Filbert St,37.8048623,-122.2843677,1,0,Children Involved,Killed: 1 Injured:0
2160274,11/05/21,Illinois,Chicago,8300 block of S Saginaw Ave,41.7445254,-87.5600424,0,1,Children Involved,Killed: 0 Injured:1
2160197,11/05/21,Virginia,Hampton,40 Tide Mill Ln,37.054831,-76.373294,0,0,Children Involved,Killed: 0 Injured:0
2162918,11/05/21,South Carolina,Round O,1350 Chisolm Rd,33.0218855,-80.544941,0,1,Children Involved,Killed: 0 Injured:1
2160142,11/04/21,North Carolina,Durham,1605 US-70 E,35.9495808,-78.8369814,0,2,Children Involved,Killed: 0 Injured:2
2159709,11/04/21,Florida,Lehigh Acres,525 Charwood Ave S,26.5690376,-81.614939,0,0,Children Involved,Killed: 0 Injured:0
2159430,11/04/21,Illinois,Harvey,15300 block of Lexington Ave,41.6115569,-87.6498335,1,0,Children Involved,Killed: 1 Injured:0
2158334,11/03/21,South Carolina,Greenville,210 Duncan Chapel Rd,34.9096713,-82.4279611,0,0,Children Involved,Killed: 0 Injured:0
2160343,11/03/21,Oklahoma,Oklahoma City,8300 SW 37th St,35.4253743,-97.6607876,0,0,Children Involved,Killed: 0 Injured:0
2157502,11/02/21,Louisiana,Lafayette,2504 E Simcoe St,30.2227892,-91.990982,0,1,Children Involved,Killed: 0 Injured:1
2157744,11/02/21,California,Willowbrook,1300 block of E Imperial Hwy,33.929086,-118.2518629,0,1,Children Involved,Killed: 0 Injured:1
2156143,11/01/21,North Carolina,Lenoir,542 Willow St NW,35.918003,-81.548593,2,1,Children Involved,Killed: 2 Injured:1
2156862,11/01/21,Tennessee,Memphis,2645 Davey Dr,35.2433458,-89.9763876,0,2,Children Involved,Killed: 0 Injured:2
2156847,11/01/21,Tennessee,Nashville,2071 Oakwood Ave,36.209812,-86.7499069,1,0,Children Involved,Killed: 1 Injured:0
2159476,11/01/21,Mississippi,Richland,175 Wilson Dr,32.2152552,-90.1503931,0,0,Children Involved,Killed: 0 Injured:0
2156667,10/31/21,Arkansas,Little Rock,W 34th St,34.7193969,-92.3291211,0,2,Children Involved,Killed: 0 Injured:2
2155915,10/31/21,Texas,Houston,North Fwy and Loop 610,29.9400771,-95.4136118,0,2,Children Involved,Killed: 0 Injured:2
2155789,10/30/21,Michigan,Grand Rapids,Diamond Ave NE and Michigan St NE,42.9700102,-85.6447119,0,1,Children Involved,Killed: 0 Injured:1
2156483,10/30/21,North Carolina,Roseboro,1100 Mill Creek Church Rd,34.9232546,-78.5221063,0,1,Children Involved,Killed: 0 Injured:1
2170476,10/30/21,Florida,Fort Pierce,100 block of Lilac Ter,27.4765434,-80.3385314,1,0,Children Involved,Killed: 1 Injured:0
2154826,10/30/21,Michigan,Lansing,6200 S Martin Luther King Jr Blvd,42.6689658,-84.5845474,0,1,Children Involved,Killed: 0 Injured:1
2155944,10/30/21,Colorado,Colorado Springs,1350 Pleier Dr,39.040866,-104.802521,4,0,Children Involved,Killed: 4 Injured:0
2154659,10/30/21,Alabama,Birmingham,12 1st Ave SW,33.49734,-86.835038,0,1,Children Involved,Killed: 0 Injured:1
2154063,10/29/21,Kansas,Emporia,N/A,38.403903,-96.1816626,0,1,Children Involved,Killed: 0 Injured:1
2241941,10/29/21,Virginia,Newport News,N/A,37.0870821,-76.4730122,1,0,Children Involved,Killed: 1 Injured:0
2153968,10/29/21,North Carolina,Winston Salem (Winston-salem),4527 Ogburn Ave,36.1563659,-80.2352944,0,0,Children Involved,Killed: 0 Injured:0
2154648,10/29/21,South Carolina,Columbia,2400 block of Blue Ridge Terrace,34.0935668,-81.0525978,1,0,Children Involved,Killed: 1 Injured:0
2162602,10/29/21,Virginia,Chesapeake,4410 Airline Blvd,36.791067,-76.4056376,0,0,Children Involved,Killed: 0 Injured:0
2153463,10/28/21,Pennsylvania,Philadelphia,1100 block of S 56th St,39.9443243,-75.2337137,0,2,Children Involved,Killed: 0 Injured:2
2153114,10/28/21,Texas,Houston,8301 Willow Pl Dr N,29.9616958,-95.5538938,1,0,Children Involved,Killed: 1 Injured:0
2153116,10/26/21,Georgia,Jesup,1425 W Orange St,31.6161637,-81.9033436,0,0,Children Involved,Killed: 0 Injured:0
2152151,10/26/21,Alabama,Greensboro,Balsa Ave,32.684325,-87.6155579,1,0,Children Involved,Killed: 1 Injured:0
2152307,10/26/21,Louisiana,New Orleans,2600 block of N Claiborne Ave,29.9740373,-90.0485773,0,1,Children Involved,Killed: 0 Injured:1
2151330,10/26/21,Wisconsin,Milwaukee,4502 N 21st St,43.0989362,-87.9379801,0,1,Children Involved,Killed: 0 Injured:1
2150980,10/25/21,Michigan,Irons,N Oakwood Ln,44.1203801,-85.9320521,0,1,Children Involved,Killed: 0 Injured:1
2161242,10/25/21,Ohio,Cincinnati,N/A,39.1045639,-84.507897,0,1,Children Involved,Killed: 0 Injured:1
2151242,10/25/21,Ohio,Canton,1600 block of Royal Ave NE,40.8136024,-81.3411804,1,0,Children Involved,Killed: 1 Injured:0
2150576,10/25/21,Tennessee,Cleveland,Hancock Rd NE,35.1544613,-84.7810317,1,0,Children Involved,Killed: 1 Injured:0
2150048,10/24/21,Michigan,Ann Arbor,700 block of N Maple Rd,42.2868183,-83.7805194,0,1,Children Involved,Killed: 0 Injured:1
2179741,10/24/21,Wisconsin,Florence (county),N/A,45.8385479,-88.2246996,0,1,Children Involved,Killed: 0 Injured:1
2149665,10/24/21,Texas,San Antonio,3500 block of Woodville Dr,29.3750659,-98.4302499,0,1,Children Involved,Killed: 0 Injured:1
2150232,10/24/21,South Carolina,Aiken,Lawrence St,33.4359537,-81.7198121,0,1,Children Involved,Killed: 0 Injured:1
2149787,10/23/21,New York,Buffalo,378 Massachusetts Ave,42.9135009,-78.888755,0,1,Children Involved,Killed: 0 Injured:1
2148888,10/22/21,Tennessee,Harrison,8098 Ferdinand Piech Wy,35.1049941,-85.1393162,0,0,Children Involved,Killed: 0 Injured:0
2148532,10/22/21,New Jersey,Newark,Fairmount Ave and Springfield Ave,40.7329254,-74.1970215,0,1,Children Involved,Killed: 0 Injured:1
2164958,10/21/21,Virginia,Hopewell,1000 Winston Churchill Dr,37.2904325,-77.2913355,0,0,Children Involved,Killed: 0 Injured:0
2147532,10/21/21,Alabama,Birmingham,5300 block of Highland Trace Ln,33.654228,-86.661956,0,1,Children Involved,Killed: 0 Injured:1
2146452,10/19/21,Illinois,Chicago,6600 block of S Seeley Ave,41.7737573,-87.6752378,0,1,Children Involved,Killed: 0 Injured:1
2145183,10/18/21,Texas,Elsa,200 block of Begonia St,31.9685988,-99.9018131,1,0,Children Involved,Killed: 1 Injured:0
2145544,10/18/21,Texas,Austin,5828 Abby Ann Ln,30.1388554,-97.7674985,3,0,Children Involved,Killed: 3 Injured:0
2143811,10/17/21,Alabama,Dothan,1000 block of Grant St,31.2125629,-85.3773543,0,3,Children Involved,Killed: 0 Injured:3
2144182,10/17/21,Illinois,Joliet,1200 block of Luther Ave,41.5462863,-88.0569486,0,2,Children Involved,Killed: 0 Injured:2
2143542,10/17/21,Ohio,Columbus,2845 Noe Bixby Rd,39.916467,-82.8674274,0,2,Children Involved,Killed: 0 Injured:2
2143135,10/17/21,Illinois,Chicago,4000 block of S King Drive,41.8218972,-87.6175055,0,1,Children Involved,Killed: 0 Injured:1
2146784,10/17/21,North Carolina,Elizabeth City,Hickory Rd,36.3151692,-76.252686,1,0,Children Involved,Killed: 1 Injured:0
2142565,10/16/21,South Carolina,Greenville,3125 White Horse Rd,34.8159937,-82.4435916,1,0,Children Involved,Killed: 1 Injured:0
2146135,10/14/21,Wisconsin,Milwaukee,2600 block of North 37th St,43.0660975,-87.9598144,2,0,Children Involved,Killed: 2 Injured:0
2141906,10/14/21,Ohio,Dayton,Col Glenn Hwy,39.7709926,-84.0956228,0,1,Children Involved,Killed: 0 Injured:1
2141037,10/14/21,Florida,Fort Lauderdale,1001 NW 4th St,26.126179,-80.1553308,0,0,Children Involved,Killed: 0 Injured:0
2141201,10/14/21,Illinois,Chatham,300 block of Wintergreen Dr,39.6677172,-89.7015721,1,0,Children Involved,Killed: 1 Injured:0
2140498,10/12/21,Virginia,Suffolk,Laurel St and Columbus Ave,36.7176505,-76.5838172,0,1,Children Involved,Killed: 0 Injured:1
2139614,10/12/21,Arkansas,Marion,835 Blvd. Saint Germaine St,35.1932168,-90.2112229,3,0,Children Involved,Killed: 3 Injured:0
2139670,10/12/21,Kansas,Wichita,1400 block of N Harding St,37.7084446,-97.2778772,0,1,Children Involved,Killed: 0 Injured:1
2142113,10/12/21,South Carolina,Orangeburg,Russell St,33.4938475,-80.8522511,1,0,Children Involved,Killed: 1 Injured:0
2139280,10/12/21,Georgia,Atlanta,301 Eva Davis Way SE,33.7449191,-84.3145467,0,0,Children Involved,Killed: 0 Injured:0
