Incident ID,Incident Date,State,City Or County,Address,Full Address,Latitude,Longitude,Killed,Injured,Operations,label_col,Classification
293586,15-Feb-15,Georgia,Athens,Greek Park Circle,Georgia Athens Greek Park Circle,33.9456893,-83.3713047,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
288760,5-Feb-15,South Carolina,Columbia,921 Assembly Street,South Carolina Columbia 921 Assembly Street,33.996961,-81.03415,2,0,School Incidents,Killed: 2 Injured:0,School_University/college
288647,4-Feb-15,Maryland,Frederick,650 Carroll Parkway,Maryland Frederick 650 Carroll Parkway,39.4167637,-77.4259112,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
362522,2-Feb-15,Washington,Pullman,Monroe Street and Colorado Street,Washington Pullman Monroe Street and Colorado Street,46.7335822,-117.1699757,0,3,School Incidents,Killed: 0 Injured:3,School_University/college
289584,2-Feb-15,North Carolina,Washington,400 Slatestone Road,North Carolina Washington 400 Slatestone Road,35.5574793,-77.0135342,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
288640,27-Jan-15,Nebraska,Omaha,2235 S 46th St,Nebraska Omaha 2235 S 46th St,41.2366528,-95.9778876,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
279712,16-Jan-15,Florida,Ocala,7 NW 28th St,Florida Ocala 7 NW 28th St,29.2171269,-82.1371639,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
262202,12-Dec-14,Oregon,Portland,717 North Killingsworth Court,Oregon Portland 717 North Killingsworth Court,45.5620552,-122.6742647,0,4,School Incidents,Killed: 0 Injured:4,School_elementary/secondary
223990,23-Nov-14,Maryland,Annapolis,60 College Ave,Maryland Annapolis 60 College Ave,38.9814769,-76.4919176,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
223378,20-Nov-14,Florida,Miami Gardens,3301 NW 183rd St,Florida Miami Gardens 3301 NW 183rd St,25.9423797,-80.257129,1,1,School Incidents,Killed: 1 Injured:1,School_elementary/secondary
222873,20-Nov-14,Florida,Tallahassee,116 Honors Way,Florida Tallahassee 116 Honors Way,30.4431683,-84.2950093,1,3,School Incidents,Killed: 1 Injured:3,School_University/college
217173,7-Nov-14,Kentucky,Franklin,I-65,Kentucky Franklin I-65,36.6903628,-86.5359731,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
215051,3-Nov-14,Delaware,Dover,1570 N Dupont Hwy,Delaware Dover 1570 N Dupont Hwy,39.1948401,-75.5500504,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
210363,24-Oct-14,Washington,Marysville,5611 108th St NE,Washington Marysville 5611 108th St NE,48.0957279,-122.1539961,5,1,School Incidents,Killed: 5 Injured:1,School_elementary/secondary
209587,18-Oct-14,Oklahoma,Langston,701 Sammy Davis Jr. Drive,Oklahoma Langston 701 Sammy Davis Jr. Drive,35.9459228,-97.2629209,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
197294,27-Sep-14,Indiana,Terre Haute,North 6th and Tippecanoe,Indiana Terre Haute North 6th and Tippecanoe,39.4753126,-87.4100514,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
189005,11-Sep-14,Utah,Salt Lake City (Taylorsville),3451 W 6200 S,Utah Salt Lake City (Taylorsville) 3451 W 6200 S,40.6377412,-111.972836,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
186479,5-Sep-14,Georgia,Savannah,3219 College Street,Georgia Savannah 3219 College Street,32.022662,-81.0562677,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
148881,19-Jun-14,California,Long Beach,Pacific Coast Hwy and Orange Ave,California Long Beach Pacific Coast Hwy and Orange Ave,33.7898538,-118.1762891,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
144755,10-Jun-14,Oregon,Troutdale,1698 SW Cherry Park Rd,Oregon Troutdale 1698 SW Cherry Park Rd,45.5283693,-122.4024646,2,1,School Incidents,Killed: 2 Injured:1,School_elementary/secondary
143350,5-Jun-14,Washington,Seattle,3307 3rd Ave W,Washington Seattle 3307 3rd Ave W,47.649113,-122.362227,1,2,School Incidents,Killed: 1 Injured:2,School_University/college
134058,8-May-14,Georgia,Lawrenceville,1000 University Center Lane,Georgia Lawrenceville 1000 University Center Lane,33.9813614,-84.0001335,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
132416,5-May-14,Georgia,Augusta,1235 15th Street,Georgia Augusta 1235 15th Street,33.4682106,-81.993618,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
132420,4-May-14,Georgia,Augusta,1235 15th St,Georgia Augusta 1235 15th St,33.4682106,-81.993618,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
129600,21-Apr-14,Utah,Provo,199 Lakeshore Dr,Utah Provo 199 Lakeshore Dr,40.2306669,-111.7127636,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
124387,11-Apr-14,Michigan,Detroit,5020 Cadieux Rd,Michigan Detroit 5020 Cadieux Rd,42.4079179,-82.9288109,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
102087,30-Jan-14,Florida,Palm Bay,250 Community College Parkway Southeast,Florida Palm Bay 250 Community College Parkway Southeast,27.9871408,-80.6292477,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
99944,24-Jan-14,South Carolina,Orangeburg,300 College Street NE,South Carolina Orangeburg 300 College Street NE,33.5004423,-80.8488066,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
98696,21-Jan-14,Indiana,West Lafayette,610 Purdue Mall,Indiana West Lafayette 610 Purdue Mall,40.428246,-86.9143911,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
96309,14-Jan-14,New Mexico,Roswell,485 Calle Don Tomas,New Mexico Roswell 485 Calle Don Tomas,33.3942655,-104.5230242,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
94888,9-Jan-14,Maryland,Baltimore,5025 Dickey Hill Rd,Maryland Baltimore 5025 Dickey Hill Rd,39.3114128,-76.7035982,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
94092,8-Jan-14,New Jersey,Atlantic City,201 N Pennsylvania Ave,New Jersey Atlantic City 201 N Pennsylvania Ave,39.3672333,-74.4256325,1,1,School Incidents,Killed: 1 Injured:1,School_elementary/secondary
